count,fpl_game_week,team,scored,conceded,cleen_sheet_prob,date
1,32,Arsenal,2.2092373896629027,1.073167134348967,0.4122449889884868,2019-04-01
1,33,Arsenal,1.8103224094249477,1.3321324450318068,0.3299279997837135,2019-04-07
1,34,Arsenal,2.0489906084355582,1.2597531410152611,0.36509353111509985,2019-04-15
2,35,Arsenal,3.8923443270626144,2.269078060483185,0.7532496480981326,2019-04-24
1,36,Arsenal,1.6610968098004075,1.3158794420764202,0.31843405417578363,2019-04-28
1,37,Arsenal,2.1974654759952306,0.6548727596706639,0.48247952907342917,2019-05-05
1,38,Arsenal,1.899411201305708,1.127153523820136,0.3734142057418348,2019-05-12
1,32,Bournemouth,1.0503044648871316,1.6033072679349194,0.211004959210363,2019-03-30
1,33,Bournemouth,1.6701126638676402,1.0668697489177152,0.36177645263352826,2019-04-06
1,34,Bournemouth,1.205179323606746,1.290012186290083,0.2792590922508945,2019-04-13
1,35,Bournemouth,1.835540156766659,0.6824575866208729,0.44317186588078084,2019-04-20
1,36,Bournemouth,1.188474761154399,1.428163686290712,0.2540937519470682,2019-04-27
1,37,Bournemouth,1.2594236482450671,1.56190291727937,0.2380612151527222,2019-05-04
1,38,Bournemouth,0.9990959805550604,1.565099325576398,0.2126273685826531,2019-05-12
2,32,Brighton,1.9916728386221905,3.1763404084121607,0.4167598082829698,2019-03-30
2,34,Brighton,2.825128669813768,2.1582400040683702,0.6701275205247846,2019-04-13
2,35,Brighton,1.586223915176371,3.513824413495169,0.3204230475153769,2019-04-23
1,36,Brighton,1.2314971922428364,1.2734169491354037,0.2846063106402798,2019-04-27
1,37,Brighton,0.6548727596706639,2.1974654759952306,0.07183790454902436,2019-05-05
1,38,Brighton,0.4622080725467185,2.2497675705094973,0.04449564742788584,2019-05-12
1,32,Burnley,1.429284967562764,1.2750959083374085,0.3032293242051049,2019-03-30
1,33,Burnley,1.0668697489177152,1.6701126638676402,0.20119184209025237,2019-04-06
1,34,Burnley,1.659685646912237,1.0365002132473098,0.3659605488634393,2019-04-13
1,35,Burnley,0.6767458388879039,2.030030419740096,0.1024930819082222,2019-04-22
