count,fpl_game_week,team,scored,conceded,cleen_sheet_prob,date
1,11,Arsenal,1.5096461103819705,1.802449526217735,0.22239182150167386,2018-11-03
1,12,Arsenal,2.0366679839756463,0.8714516970448279,0.42860114302885965,2018-11-11
1,13,Arsenal,1.5207976850073293,1.6435968055753696,0.25001473981188815,2018-11-25
1,14,Arsenal,1.640103199478876,1.681555639085114,0.2551227275862067,2018-12-02
1,15,Arsenal,1.5414909814046711,1.881045412963338,0.21231140970106765,2018-12-05
1,16,Arsenal,2.2847769255884205,0.5348411093911487,0.5086834445065712,2018-12-08
1,17,Arsenal,1.8395795783937705,1.1867167981863411,0.3569845301111663,2018-12-16
1,18,Arsenal,2.392626049570828,0.8163901450434786,0.47197528696960445,2018-12-22
1,19,Arsenal,1.9310070313239307,1.210543472012248,0.3617785425366413,2018-12-26
1,20,Arsenal,1.107392927894518,2.1294017519664106,0.12912669873065646,2018-12-29
1,21,Arsenal,2.3112194546128704,0.7135631907785709,0.4813482228775268,2019-01-01
1,22,Arsenal,1.6512358411910524,1.3542629721307156,0.31089875600961847,2019-01-12
1,23,Arsenal,1.6695389443915074,1.7377509420909836,0.2485553322803344,2019-01-19
1,24,Arsenal,2.306328047242856,0.6566250499787957,0.4903959420888124,2019-01-29
1,25,Arsenal,0.8356994646750584,2.501235476686702,0.04089279078462338,2019-02-03
1,26,Arsenal,1.8783403566154808,0.8576099486543373,0.41571599123562264,2019-02-09
1,27,Arsenal,2.162348417656959,0.7802802292134012,0.45590537338349224,2019-02-24
1,28,Arsenal,1.82264959184308,1.2162433041749918,0.35042393058455845,2019-02-27
1,29,Arsenal,1.2127496980784982,1.983407545920865,0.16364362181560238,2019-03-02
1,30,Arsenal,1.843342888240422,1.4536919115629603,0.31272060047373795,2019-03-10
1,32,Arsenal,2.028263084605102,0.764491574955701,0.44567281190020785,2019-04-01
1,33,Arsenal,1.5451702509134493,1.4949845857854396,0.27719510882884224,2019-04-07
1,34,Arsenal,1.7214535696434732,1.4094658608760156,0.3084121503329434,2019-04-15
2,35,Arsenal,3.5125545097647946,2.052520134767274,0.7516167320985285,2019-04-24
1,36,Arsenal,1.5976419471462786,1.3616417174162885,0.304520592023828,2019-04-28
1,37,Arsenal,2.220308778703219,0.7706398111554077,0.4630807418095182,2019-05-05
1,38,Arsenal,1.944355615743012,1.0973251194517917,0.3819845286993445,2019-05-12
1,11,Bournemouth,1.6400739465785272,1.4922265534510897,0.2867664902934881,2018-11-03
1,12,Bournemouth,1.4645748253106303,1.171812307447382,0.32347688394825186,2018-11-10
1,13,Bournemouth,1.6435968055753696,1.5207976850073293,0.2823289736295056,2018-11-25
1,14,Bournemouth,0.5989634311292632,2.5063030266909303,0.017320036604924594,2018-12-01
1,15,Bournemouth,2.0062070271877497,0.4980747945405017,0.488087385327561,2018-12-04
1,16,Bournemouth,1.2059758930683742,1.7405828924541624,0.20358177932307692,2018-12-08
1,17,Bournemouth,1.3683950625439858,1.1741877673993195,0.31384695257862544,2018-12-15
1,18,Bournemouth,2.0170398370413243,0.8091744530435369,0.43712663162926846,2018-12-22
1,19,Bournemouth,0.9718302780472154,1.984291709439606,0.14036853713597244,2018-12-26
1,20,Bournemouth,1.237820764091075,1.8191787791997656,0.1935013675224707,2018-12-30
1,21,Bournemouth,1.8576870131867167,1.058297479733155,0.3801882054247441,2019-01-02
1,22,Bournemouth,1.3084342173676542,1.5000521357896683,0.25362235464914334,2019-01-13
1,23,Bournemouth,1.7289018739374706,0.9445271801910292,0.38684218410238336,2019-01-19
1,24,Bournemouth,1.3826022730198613,1.6926178542693615,0.22855461210146194,2019-01-30
1,25,Bournemouth,1.6547886717531457,0.9760946662752378,0.37445107363830266,2019-02-02
1,26,Bournemouth,0.7995393240954344,2.063351731717351,0.11061432605212829,2019-02-09
1,27,Bournemouth,1.6911639018071742,0.76775119842638,0.41276779585095136,2019-02-23
1,28,Bournemouth,1.2162433041749918,1.82264959184308,0.19084986785890135,2019-02-27
