count,fpl_game_week,team,scored,conceded,cleen_sheet_prob,date
1,17,Arsenal,1.8800257229760915,0.9622459558963844,0.3983997656049349,2018-12-16
1,18,Arsenal,2.370154295323769,0.5988685979109477,0.5061643488420877,2018-12-22
1,19,Arsenal,1.852534237333182,0.9974248459487992,0.38987471214625613,2018-12-26
1,20,Arsenal,1.1068211683416065,2.095455820074933,0.13452533327071062,2018-12-29
1,21,Arsenal,2.43911478624966,0.4456208673593015,0.5384458632083879,2019-01-01
1,22,Arsenal,1.8141382046455643,1.3192888398570255,0.3322485468109671,2019-01-12
1,23,Arsenal,1.7508370134313238,1.26708222206787,0.33494956035024753,2019-01-19
1,24,Arsenal,2.1913570596567187,0.5941567948579662,0.489863716596314,2019-01-29
1,25,Arsenal,1.1633421017957626,2.247212540797992,0.11448802525994561,2019-02-03
1,26,Arsenal,1.8565045562018556,0.6908905153049714,0.4416404575444123,2019-02-09
1,27,Arsenal,2.191498919535392,0.5445137442195565,0.49819924689231426,2019-02-24
1,28,Arsenal,2.3562493479463837,0.615263403777469,0.5020868691204168,2019-02-27
1,29,Arsenal,1.3894666176136292,1.8455849254130172,0.20342966043951752,2019-03-02
1,30,Arsenal,1.7976328623019873,1.2047185660198771,0.3498769892453761,2019-03-10
1,32,Arsenal,2.377567893992622,0.6605984947084451,0.4965248216078947,2019-04-01
1,33,Arsenal,1.8019871516135304,1.2191293428394232,0.34787743073777505,2019-04-07
1,34,Arsenal,1.8401028097241032,1.0064700328583127,0.3871701421036825,2019-04-15
2,35,Arsenal,3.56738312657639,1.5450061283324934,0.8419986902206866,2019-04-24
1,36,Arsenal,1.51423882246519,1.095441729755532,0.34110725460907376,2019-04-28
1,37,Arsenal,2.1215038278454714,0.5371890282249603,0.49273658793303415,2019-05-05
1,38,Arsenal,1.8992925760881767,0.8572122869114843,0.41784884692745317,2019-05-12
1,17,Bournemouth,0.9583213002518912,1.6748035408325253,0.19084736832801724,2018-12-15
1,18,Bournemouth,1.5013235545212975,1.2933919949516368,0.3066891138994717,2018-12-22
1,19,Bournemouth,0.7214697874865681,2.553971335336807,0.020827380217778413,2018-12-26
1,20,Bournemouth,0.7650333280568621,2.2777076800617304,0.07130322086050606,2018-12-30
1,21,Bournemouth,1.5526475359827356,1.366192590931667,0.29939095210780015,2019-01-02
1,22,Bournemouth,1.1393032722423453,1.932828703519089,0.16489235120361112,2019-01-13
1,23,Bournemouth,1.4523016203219272,1.6046300873481103,0.24982854718903233,2019-01-19
1,24,Bournemouth,1.0243977249896226,1.9170261736770189,0.15655807256518164,2019-01-30
1,25,Bournemouth,1.1003150670969537,1.6087034505851796,0.21550074064811703,2019-02-02
1,26,Bournemouth,0.3538171261205234,2.7188350179047003,0.01,2019-02-09
1,27,Bournemouth,1.2697944968111916,1.2570713291556974,0.29064684961539655,2019-02-23
1,28,Bournemouth,0.615263403777469,2.3562493479463837,0.04382089894022906,2019-02-27
1,29,Bournemouth,0.7855666652044965,2.516614936021448,0.03321642357528523,2019-03-02
1,30,Bournemouth,1.114126415492525,1.3248956146464914,0.2643973676966208,2019-03-09
1,31,Bournemouth,1.6617545070626738,1.321168347829347,0.3173677351979792,2019-03-16
1,32,Bournemouth,0.8143642878028706,1.771950435144063,0.16080177026188375,2019-03-30
1,33,Bournemouth,1.5693336962997984,1.1744312389378275,0.33313205143096947,2019-04-06
1,34,Bournemouth,1.0517136383092114,1.572987486975679,0.21684241473513785,2019-04-13
1,35,Bournemouth,1.6436071379815655,1.0264964591420576,0.3650307664848449,2019-04-20
1,36,Bournemouth,1.0579533209286154,1.5165567938997586,0.22689866544351592,2019-04-27
1,37,Bournemouth,0.9904393779988576,2.093735517612968,0.12368925600455644,2019-05-04
1,38,Bournemouth,0.8819007081729305,1.625013357686229,0.19188926984818455,2019-05-12
1,17,Brighton,1.031330561531136,1.767287865670129,0.18232230950619854,2018-12-16
1,18,Brighton,1.2933919949516368,1.5013235545212975,0.2519569328635374,2018-12-22
1,19,Brighton,0.9974248459487992,1.852534237333182,0.16479102541952745,2018-12-26
1,20,Brighton,1.484274059122541,1.3919229376147526,0.2885420728698833,2018-12-29
1,21,Brighton,1.0680669989659943,1.7929297296799027,0.18153529252904224,2019-01-02
1,22,Brighton,0.7094138145124719,2.188555153512117,0.08093196508919137,2019-01-12
1,23,Brighton,0.7188366570396115,2.074839864496077,0.10089545092577115,2019-01-19
1,24,Brighton,1.3071890734285203,1.2626126582767372,0.2932923180130314,2019-01-29
1,25,Brighton,1.5011379142096088,1.1580118246101367,0.3293659814854902,2019-02-02
1,26,Brighton,1.5762665328413117,1.0246929309309374,0.3588962883719864,2019-02-09
1,28,Brighton,0.8053582720767548,1.6062732748695436,0.18771440514017515,2019-02-26
1,29,Brighton,1.4537842516168442,0.7786768979862788,0.3884298886753178,2019-03-02
1,30,Brighton,0.8941464954703202,1.4805880004352152,0.21727070747677665,2019-03-09
2,32,Brighton,2.00058360539549,3.038473237957223,0.4418755995143782,2019-03-30
2,34,Brighton,2.959830882638188,2.0610688646754145,0.697414464776528,2019-04-16
2,35,Brighton,1.4386351245394198,3.674276623873486,0.2815775894242212,2019-04-20
1,36,Brighton,1.6049319345336706,1.1076746307519405,0.34772556388809395,2019-04-27
1,37,Brighton,0.5371890282249603,2.1215038278454714,0.07570992488004324,2019-05-05
1,38,Brighton,0.7074922896519876,2.281869415920536,0.06510544951509939,2019-05-12
1,17,Burnley,0.6625713755730359,2.5253726766671813,0.01999168986691957,2018-12-15
1,18,Burnley,0.5988685979109477,2.370154295323769,0.03992281408997156,2018-12-22
1,19,Burnley,1.4503205152027536,1.5449402914872754,0.2596453497034585,2018-12-26
1,20,Burnley,1.3987161591642714,1.5813443794343611,0.24861005752574858,2018-12-30
1,21,Burnley,1.0924186588701272,1.3334876112680003,0.2608820821587881,2019-01-02
1,22,Burnley,1.6431511843826736,1.056340258787072,0.35998428369731283,2019-01-12
1,23,Burnley,1.1078946169276336,1.6809448333566,0.20411497084350944,2019-01-19
1,24,Burnley,0.6742572116080715,2.2172313168568465,0.07276432638419605,2019-01-29
1,25,Burnley,1.4114741699360347,1.1711719879149562,0.3185892694439646,2019-02-02
1,26,Burnley,1.0246929309309374,1.5762665328413117,0.21370992850972995,2019-02-09
1,27,Burnley,0.9740445721323364,2.1076404649903533,0.11979117115429891,2019-02-23
1,28,Burnley,1.2435663417869536,1.662485344033662,0.22017775737156428,2019-02-26
1,29,Burnley,1.224795655668597,1.2690026501896738,0.2843454724734829,2019-03-02
1,30,Burnley,0.2630410096717328,2.658358654699817,0.01,2019-03-10
1,31,Burnley,1.1147556292515262,1.3734361216004969,0.2563203673865807,2019-03-16
1,32,Burnley,1.1737054296065248,1.191282015194937,0.29249075445151146,2019-03-30
1,33,Burnley,1.1744312389378275,1.5693336962997984,0.2291849986959098,2019-04-06
1,34,Burnley,1.3475769009868452,1.1570596294828497,0.3148473308970623,2019-04-13
1,35,Burnley,0.5318282491316332,2.183961859299065,0.06472728511271436,2019-04-22
1,36,Burnley,0.6788516964880769,2.440199720548935,0.03582592703624979,2019-04-28
1,37,Burnley,0.9900846974789146,1.8139098819995647,0.17056424916397434,2019-05-03
1,38,Burnley,0.8572122869114843,1.8992925760881767,0.14355028850159923,2019-05-12
