fpl_game_week,season,count,team,fpl_gw,date,team_goals,opponent_goals,scored,conceded
34,2018-2019,1,Burnley,34,2019-04-13,2.0,0.0,1.755672473983843,0.8316755603142318
35,2017-2018,1,Burnley,35,2018-04-22,1.0,1.0,1.4577809390872445,1.1576339368832582
35,2018-2019,1,Burnley,35,2019-04-22,2.0,2.0,0.7193392270142125,2.144730090626538
36,2017-2018,1,Burnley,36,2018-04-28,0.0,0.0,1.670484701000215,0.8418922510488732
36,2018-2019,1,Burnley,36,2019-04-28,0.0,1.0,0.7016362162729638,2.054605631067934
37,2017-2018,1,Burnley,37,2018-05-06,0.0,5.0,0.8625763184233087,1.855223821080303
37,2018-2019,1,Burnley,37,2019-05-03,0.0,2.0,0.6705213626291638,1.7290773574552754
38,2017-2018,1,Burnley,38,2018-05-13,1.0,2.0,1.510550850123123,1.0525767880850956
38,2018-2019,1,Burnley,38,2019-05-12,1.0,3.0,1.3354149201788292,1.7362878393266814
1,2018-2019,1,Cardiff City,1,2018-08-11,0.0,2.0,0.9291860667653957,1.5420555614600642
2,2018-2019,1,Cardiff City,2,2018-08-18,0.0,0.0,1.2732075854485554,1.23090366202909
3,2018-2019,1,Cardiff City,3,2018-08-25,0.0,0.0,1.339186474596351,1.1483096004873528
4,2018-2019,1,Cardiff City,4,2018-09-02,2.0,3.0,1.149755813233373,1.6766642123044824
5,2018-2019,1,Cardiff City,5,2018-09-15,1.0,4.0,0.5391753989651661,2.110367159357515
6,2018-2019,1,Cardiff City,6,2018-09-22,0.0,5.0,0.5323893225283404,2.6477030608870185
7,2018-2019,1,Cardiff City,7,2018-09-30,1.0,2.0,1.328808615401205,1.40995332356795
8,2018-2019,1,Cardiff City,8,2018-10-06,0.0,1.0,0.38938263542904483,2.4008236578876
9,2018-2019,1,Cardiff City,9,2018-10-20,4.0,2.0,1.6685163485826051,1.3470372469135194
10,2018-2019,1,Cardiff City,10,2018-10-27,1.0,4.0,0.268577972356431,2.570812820318939
11,2018-2019,1,Cardiff City,11,2018-11-03,0.0,1.0,1.1668263940814578,1.483519850790651
12,2018-2019,1,Cardiff City,12,2018-11-10,2.0,1.0,1.4629198559492165,1.2084026838967659
13,2018-2019,1,Cardiff City,13,2018-11-24,0.0,1.0,0.8071671860238955,1.9351578386927142
14,2018-2019,1,Cardiff City,14,2018-11-30,2.0,1.0,1.2145842671589908,1.3108314425083574
15,2018-2019,1,Cardiff City,15,2018-12-04,1.0,3.0,0.9229844408654054,1.9480407097590189
16,2018-2019,1,Cardiff City,16,2018-12-08,1.0,0.0,1.4101062841221081,1.2622762853323197
17,2018-2019,1,Cardiff City,17,2018-12-15,2.0,3.0,1.0883553236304462,1.5442522444125335
18,2018-2019,1,Cardiff City,18,2018-12-22,1.0,5.0,1.0137103842361714,1.7682067144310873
19,2018-2019,1,Cardiff City,19,2018-12-26,0.0,0.0,0.8197390977649079,1.697727415590736
20,2018-2019,1,Cardiff City,20,2018-12-29,1.0,0.0,0.8295503069672963,1.849364116438404
21,2018-2019,1,Cardiff City,21,2019-01-01,0.0,3.0,0.6668150804103071,2.095943225704936
22,2018-2019,1,Cardiff City,22,2019-01-12,0.0,0.0,1.5499371507927666,0.9664289972114335
23,2018-2019,1,Cardiff City,23,2019-01-19,0.0,3.0,0.9432967694784746,1.4962010097754068
24,2018-2019,1,Cardiff City,24,2019-01-29,1.0,2.0,0.5136120499173977,2.3033353575326427
25,2018-2019,1,Cardiff City,25,2019-02-02,2.0,0.0,0.9962574206590752,1.5266630994135146
26,2018-2019,1,Cardiff City,26,2019-02-09,2.0,1.0,0.8246697773379437,1.5017927121556873
27,2018-2019,1,Cardiff City,27,2019-02-22,1.0,5.0,1.1937430601430086,1.2365025561885843
28,2018-2019,1,Cardiff City,28,2019-02-26,0.0,3.0,1.1843841754173252,1.324201510014208
29,2018-2019,1,Cardiff City,29,2019-03-02,0.0,2.0,0.7620616990136283,1.7951569981746425
30,2018-2019,1,Cardiff City,30,2019-03-09,2.0,0.0,1.347234145894862,1.5009663132247661
32,2018-2019,2,Cardiff City,32,2019-03-31,1.0,4.0,1.1984189448824758,4.705733836912342
34,2018-2019,2,Cardiff City,34,2019-04-13,2.0,2.0,1.810464186593905,3.355188411532693
35,2018-2019,1,Cardiff City,35,2019-04-21,0.0,2.0,0.5492669707246175,2.490176872185357
36,2018-2019,1,Cardiff City,36,2019-04-27,0.0,1.0,1.0427890726277589,1.7563110137551137
37,2018-2019,1,Cardiff City,37,2019-05-04,2.0,3.0,1.1717113906259546,1.4666645571033563
38,2018-2019,1,Cardiff City,38,2019-05-12,2.0,0.0,0.5543380585869078,2.218288524827074
1,2018-2019,1,Chelsea,1,2018-08-11,3.0,0.0,1.7499922943950639,0.7853924415774393
2,2018-2019,1,Chelsea,2,2018-08-18,3.0,2.0,1.9392990417363345,1.2313644402841626
3,2018-2019,1,Chelsea,3,2018-08-26,2.0,1.0,1.7723627337764771,1.2805131536439032
4,2018-2019,1,Chelsea,4,2018-09-01,2.0,0.0,2.0387017812880255,1.0535514430639057
5,2018-2019,1,Chelsea,5,2018-09-15,4.0,1.0,2.110367159357515,0.5391753989651661
6,2017-2018,1,Chelsea,6,2017-09-23,4.0,0.0,1.8146680290755413,0.9722644919352742
6,2018-2019,1,Chelsea,6,2018-09-23,0.0,0.0,2.0655751393594386,1.0494547077584977
7,2017-2018,1,Chelsea,7,2017-09-30,0.0,1.0,1.5868234549119618,1.650853685743824
7,2018-2019,1,Chelsea,7,2018-09-29,1.0,1.0,1.523607941471024,1.7143443605357063
8,2017-2018,1,Chelsea,8,2017-10-14,1.0,2.0,2.1200122876431537,0.8480376972917255
8,2018-2019,1,Chelsea,8,2018-10-07,3.0,0.0,1.8990530717958949,1.0267977122709921
9,2017-2018,1,Chelsea,9,2017-10-21,4.0,2.0,2.2470302834745963,0.7635009809246154
9,2018-2019,1,Chelsea,9,2018-10-20,2.0,2.0,1.9213588958180203,1.3895444319703758
10,2017-2018,1,Chelsea,10,2017-10-28,1.0,0.0,1.8378295337544674,1.054412203226487
10,2018-2019,1,Chelsea,10,2018-10-28,4.0,0.0,2.1850578908774927,1.019274208191218
11,2017-2018,1,Chelsea,11,2017-11-05,1.0,0.0,1.7423952043408135,1.4261486352337656
11,2018-2019,1,Chelsea,11,2018-11-04,3.0,1.0,2.2041727598468577,0.7567603638865108
12,2017-2018,1,Chelsea,12,2017-11-18,4.0,0.0,1.949220493575023,0.9590502061977734
12,2018-2019,1,Chelsea,12,2018-11-11,0.0,0.0,2.1563567970545074,0.9840394420026555
13,2017-2018,1,Chelsea,13,2017-11-25,1.0,1.0,1.4383192168939327,1.7401875436795298
13,2018-2019,1,Chelsea,13,2018-11-24,1.0,3.0,1.6202692685455096,1.6117638736935016
14,2017-2018,1,Chelsea,14,2017-11-29,1.0,0.0,2.3560978930926897,0.48531243453901063
14,2018-2019,1,Chelsea,14,2018-12-02,2.0,0.0,2.3372833577314647,0.3997777425990279
15,2017-2018,1,Chelsea,15,2017-12-02,3.0,1.0,2.5009870004898365,0.3263498660325235
15,2018-2019,1,Chelsea,15,2018-12-05,1.0,2.0,1.7992236466603693,0.9696382210578854
16,2017-2018,1,Chelsea,16,2017-12-09,0.0,1.0,2.1339721388338715,0.759658546410601
16,2018-2019,1,Chelsea,16,2018-12-08,2.0,0.0,1.5883361381171912,1.9426259855052348
17,2017-2018,1,Chelsea,17,2017-12-12,3.0,1.0,2.2257970938407525,0.4906886163147707
17,2018-2019,1,Chelsea,17,2018-12-16,2.0,1.0,1.7483648503954203,1.0252672429486087
18,2017-2018,1,Chelsea,18,2017-12-16,1.0,0.0,2.154961960441721,0.6011981161501949
18,2018-2019,1,Chelsea,18,2018-12-22,0.0,1.0,1.91293229476977,0.7749486929025567
19,2017-2018,1,Chelsea,19,2017-12-23,0.0,0.0,1.73929808111571,0.9428016474804429
19,2018-2019,1,Chelsea,19,2018-12-26,2.0,1.0,1.8580376824151976,1.0685713151514697
20,2017-2018,1,Chelsea,20,2017-12-26,2.0,0.0,2.504801575402155,0.28379578555212825
20,2018-2019,1,Chelsea,20,2018-12-30,1.0,0.0,1.6711535369945794,0.9983883963589489
21,2017-2018,1,Chelsea,21,2017-12-30,5.0,0.0,2.609941460103439,0.38674457015975516
21,2018-2019,1,Chelsea,21,2019-01-02,0.0,0.0,2.2312595674109446,0.4797939125943407
22,2017-2018,1,Chelsea,22,2018-01-03,2.0,2.0,1.6340588638291347,1.3165763531477652
22,2018-2019,1,Chelsea,22,2019-01-12,2.0,1.0,2.2107215381401195,0.3001396263026972
23,2017-2018,1,Chelsea,23,2018-01-13,0.0,0.0,2.40582195201661,0.6427038871354299
23,2018-2019,1,Chelsea,23,2019-01-19,0.0,2.0,1.5836539452062788,1.4881065801749744
24,2017-2018,1,Chelsea,24,2018-01-20,4.0,0.0,2.0708859252509404,0.6869822817581814
24,2018-2019,1,Chelsea,24,2019-01-30,0.0,4.0,1.6803840634135374,1.0440387205848443
25,2017-2018,1,Chelsea,25,2018-01-31,0.0,3.0,2.3317434912377903,0.6056214687573231
25,2018-2019,1,Chelsea,25,2019-02-02,5.0,0.0,2.128929859100321,0.19176653139007827
26,2017-2018,1,Chelsea,26,2018-02-05,1.0,4.0,1.9385943979947036,0.8722142260808835
26,2018-2019,1,Chelsea,26,2019-02-10,0.0,6.0,0.8590780013051309,2.1592249706572586
27,2017-2018,1,Chelsea,27,2018-02-12,3.0,0.0,2.091613775004721,0.6153441860700334
28,2017-2018,1,Chelsea,28,2018-02-25,1.0,2.0,1.174667829014974,1.7952617789747003
28,2018-2019,1,Chelsea,28,2019-02-27,2.0,0.0,1.5564957293274722,1.6558783846580138
29,2017-2018,1,Chelsea,29,2018-03-04,0.0,1.0,0.9957169503569542,2.224122476293297
29,2018-2019,1,Chelsea,29,2019-03-03,2.0,1.0,1.96388020759134,1.0996686426948659
30,2017-2018,1,Chelsea,30,2018-03-10,2.0,1.0,1.9940380569905585,0.7526051518680861
30,2018-2019,1,Chelsea,30,2019-03-10,1.0,1.0,1.9339854063837474,0.9870529856104552
31,2018-2019,1,Chelsea,31,2019-03-17,0.0,2.0,1.6580024023901112,1.0307771513188284
32,2017-2018,1,Chelsea,32,2018-04-01,1.0,3.0,1.4252701685100828,1.7286886113205036
32,2018-2019,2,Chelsea,32,2019-03-31,5.0,1.0,3.7464457855232416,1.6069453012818726
33,2017-2018,1,Chelsea,33,2018-04-08,1.0,1.0,2.185623148288743,0.617934528672118
33,2018-2019,1,Chelsea,33,2019-04-08,2.0,0.0,2.3736568260803708,0.6384909249235805
34,2017-2018,2,Chelsea,34,2018-04-14,5.0,3.0,3.146221595843903,2.1645852123669265
34,2018-2019,1,Chelsea,34,2019-04-14,0.0,2.0,1.0566886582157675,2.117049109311222
35,2018-2019,1,Chelsea,35,2019-04-22,2.0,2.0,2.144730090626538,0.7193392270142125
36,2017-2018,1,Chelsea,36,2018-04-28,1.0,0.0,1.9457679564682002,0.7842681498554364
36,2018-2019,1,Chelsea,36,2019-04-28,1.0,1.0,1.4577304313080612,1.4916305044167864
37,2017-2018,2,Chelsea,37,2018-05-06,2.0,1.0,3.5333764629952964,1.5055794775742488
37,2018-2019,1,Chelsea,37,2019-05-05,3.0,0.0,2.208711307792058,0.650559926318402
38,2017-2018,1,Chelsea,38,2018-05-13,0.0,3.0,1.5865206315837392,0.8243290695881295
38,2018-2019,1,Chelsea,38,2019-05-12,0.0,0.0,1.5461742458715777,1.4030536689239053
1,2018-2019,1,Crystal Palace,1,2018-08-11,2.0,0.0,1.3067484375359726,1.1376240199136864
2,2018-2019,1,Crystal Palace,2,2018-08-20,0.0,2.0,1.1332615799975283,1.7471578372484338
3,2018-2019,1,Crystal Palace,3,2018-08-26,1.0,2.0,1.142460672717141,1.3766718535897147
4,2018-2019,1,Crystal Palace,4,2018-09-01,0.0,2.0,1.5061646523746088,0.9238387883770022
5,2018-2019,1,Crystal Palace,5,2018-09-15,1.0,0.0,1.6383443709383612,1.1865295872218284
6,2017-2018,1,Crystal Palace,6,2017-09-23,0.0,5.0,0.38997813845747675,2.447532351510324
6,2018-2019,1,Crystal Palace,6,2018-09-22,0.0,0.0,1.6354385596284322,1.1209669545128642
7,2017-2018,1,Crystal Palace,7,2017-09-30,0.0,4.0,0.5154077904652367,2.771534720408091
7,2018-2019,1,Crystal Palace,7,2018-10-01,1.0,2.0,1.2149161001514623,1.705329800605722
8,2017-2018,1,Crystal Palace,8,2017-10-14,2.0,1.0,0.8480376972917255,2.1200122876431537
8,2018-2019,1,Crystal Palace,8,2018-10-06,0.0,1.0,1.4035565450704248,1.1366636063009705
9,2017-2018,1,Crystal Palace,9,2017-10-21,0.0,1.0,1.0238445048766336,1.7933631547598374
9,2018-2019,1,Crystal Palace,9,2018-10-21,0.0,2.0,0.8855655817832538,1.6257322597148427
10,2017-2018,1,Crystal Palace,10,2017-10-28,2.0,2.0,1.2235846869210676,1.2974057431589983
10,2018-2019,1,Crystal Palace,10,2018-10-28,2.0,2.0,1.101722270738876,1.6550750635674123
11,2017-2018,1,Crystal Palace,11,2017-11-05,0.0,1.0,0.3068587896915629,2.620006900798744
11,2018-2019,1,Crystal Palace,11,2018-11-04,1.0,3.0,0.7567603638865108,2.2041727598468577
12,2017-2018,1,Crystal Palace,12,2017-11-18,2.0,2.0,1.4525037507422887,1.2706868371099425
12,2018-2019,1,Crystal Palace,12,2018-11-10,0.0,1.0,1.1517250491865414,1.8571704620925127
13,2017-2018,1,Crystal Palace,13,2017-11-25,2.0,1.0,1.5338429653653702,1.0572112694151434
13,2018-2019,1,Crystal Palace,13,2018-11-24,0.0,0.0,0.9871183096204776,2.206079348309468
14,2017-2018,1,Crystal Palace,14,2017-11-28,0.0,0.0,0.9679663173500846,1.2698524460981326
14,2018-2019,1,Crystal Palace,14,2018-12-01,2.0,0.0,1.9694560246957575,0.9731565858168274
15,2017-2018,1,Crystal Palace,15,2017-12-02,0.0,0.0,1.1405328354953843,1.3202040481782051
15,2018-2019,1,Crystal Palace,15,2018-12-04,1.0,3.0,1.2425230501899056,1.274568641793611
16,2017-2018,1,Crystal Palace,16,2017-12-09,2.0,2.0,1.2807760355018865,1.0672852600149774
16,2018-2019,1,Crystal Palace,16,2018-12-08,2.0,3.0,1.1636177495168436,1.696526301178552
17,2017-2018,1,Crystal Palace,17,2017-12-12,2.0,1.0,1.3787901223666112,1.1412143866440831
17,2018-2019,1,Crystal Palace,17,2018-12-15,1.0,0.0,1.2904390095025444,1.1433642574884817
18,2017-2018,1,Crystal Palace,18,2017-12-16,3.0,0.0,0.9847940255945722,1.6381548006365048
18,2018-2019,1,Crystal Palace,18,2018-12-22,3.0,2.0,0.532099508780653,2.506198261706253
19,2017-2018,1,Crystal Palace,19,2017-12-23,1.0,1.0,1.3289768722125381,1.168117749031818
19,2018-2019,1,Crystal Palace,19,2018-12-26,0.0,0.0,1.697727415590736,0.8197390977649079
20,2017-2018,1,Crystal Palace,20,2017-12-28,2.0,3.0,1.265624744532747,1.7021862963258707
20,2018-2019,1,Crystal Palace,20,2018-12-30,0.0,1.0,0.9983883963589489,1.6711535369945794
21,2017-2018,1,Crystal Palace,21,2017-12-31,0.0,0.0,0.8550442393850023,2.165411678552629
21,2018-2019,1,Crystal Palace,21,2019-01-02,2.0,0.0,0.9114392251355994,1.4220961354978219
22,2017-2018,1,Crystal Palace,22,2018-01-02,2.0,1.0,1.2990207264623916,1.393330153917925
22,2018-2019,1,Crystal Palace,22,2019-01-12,1.0,2.0,1.5850032916486947,1.0188810864000086
23,2017-2018,1,Crystal Palace,23,2018-01-13,1.0,0.0,1.6125702523061738,1.0020013302052604
23,2018-2019,1,Crystal Palace,23,2019-01-19,3.0,4.0,0.5179657073116538,2.4839508863052586
24,2017-2018,1,Crystal Palace,24,2018-01-20,1.0,4.0,1.0620864121113867,1.8039497342554138
24,2018-2019,1,Crystal Palace,24,2019-01-30,1.0,1.0,1.1871191444113118,1.3382957112188463
25,2017-2018,1,Crystal Palace,25,2018-01-30,1.0,1.0,1.1167517372160274,1.5044229090600618
25,2018-2019,1,Crystal Palace,25,2019-02-02,2.0,0.0,1.782052997169047,1.0170896519737924
26,2017-2018,1,Crystal Palace,26,2018-02-04,1.0,1.0,1.4996080076154752,1.0230920154465495
26,2018-2019,1,Crystal Palace,26,2019-02-09,1.0,1.0,1.4774579360199738,1.0041424766524374
27,2017-2018,1,Crystal Palace,27,2018-02-10,1.0,3.0,1.458704131936984,1.4525280177249307
27,2018-2019,1,Crystal Palace,27,2019-02-23,4.0,1.0,1.1683026355022796,1.7836921611697658
28,2017-2018,1,Crystal Palace,28,2018-02-25,0.0,1.0,0.9312879335834635,2.1657914461119803
28,2018-2019,1,Crystal Palace,28,2019-02-27,1.0,3.0,1.294701361928181,1.8144572380648594
29,2017-2018,1,Crystal Palace,29,2018-03-05,2.0,3.0,0.984662683897033,1.8975426593468532
29,2018-2019,1,Crystal Palace,29,2019-03-02,3.0,1.0,1.363032430704251,1.4583440149247855
30,2017-2018,1,Crystal Palace,30,2018-03-10,1.0,2.0,0.7526051518680861,1.9940380569905585
30,2018-2019,1,Crystal Palace,30,2019-03-09,1.0,2.0,1.8323713498775827,1.001148642382092
31,2017-2018,1,Crystal Palace,31,2018-03-17,2.0,0.0,1.0589641895120478,1.3110905348661377
32,2017-2018,1,Crystal Palace,32,2018-03-31,1.0,2.0,0.7914817486098056,2.0674293520289506
32,2018-2019,2,Crystal Palace,32,2019-03-30,2.0,2.0,3.0087801197771435,2.407590967768214
33,2017-2018,1,Crystal Palace,33,2018-04-07,2.0,2.0,1.3470945916482733,1.6517710478690426
33,2018-2019,1,Crystal Palace,33,2019-04-06,1.0,0.0,1.2085000948440952,1.4522865670984422
34,2017-2018,1,Crystal Palace,34,2018-04-14,3.0,2.0,1.511209605059185,1.201508466878867
34,2018-2019,1,Crystal Palace,34,2019-04-14,1.0,3.0,0.6791143241101687,2.278049213463354
35,2017-2018,1,Crystal Palace,35,2018-04-21,0.0,0.0,1.3750321940740582,1.397427900992176
35,2018-2019,1,Crystal Palace,35,2019-04-21,3.0,2.0,0.9105408170660353,2.1293555917133435
36,2017-2018,1,Crystal Palace,36,2018-04-28,5.0,0.0,1.2822884786258089,1.2633177167071266
36,2018-2019,1,Crystal Palace,36,2019-04-27,0.0,0.0,1.2566392643941222,1.4706772501806311
37,2017-2018,1,Crystal Palace,37,2018-05-05,2.0,1.0,1.4849074624382808,1.2406933016877726
37,2018-2019,1,Crystal Palace,37,2019-05-04,3.0,2.0,1.4666645571033563,1.1717113906259546
38,2017-2018,1,Crystal Palace,38,2018-05-13,2.0,0.0,1.568264433101507,0.8162053979496734
38,2018-2019,1,Crystal Palace,38,2019-05-12,5.0,3.0,1.572029150322965,1.3591442088979275
1,2018-2019,1,Everton,1,2018-08-11,2.0,2.0,1.2032018543368945,1.100840837754727
2,2018-2019,1,Everton,2,2018-08-18,2.0,1.0,1.390880569152971,0.8899019635456517
3,2018-2019,1,Everton,3,2018-08-25,2.0,2.0,1.2127663578027805,1.5187271828610247
4,2018-2019,1,Everton,4,2018-09-01,1.0,1.0,2.089036441431822,0.729922211567655
5,2018-2019,1,Everton,5,2018-09-16,1.0,3.0,1.8717779926148235,1.022975330392101
6,2017-2018,1,Everton,6,2017-09-23,2.0,1.0,1.7815172263038588,0.9404289118931409
6,2018-2019,1,Everton,6,2018-09-23,0.0,2.0,0.9023473973001098,2.0019490766213504
7,2017-2018,1,Everton,7,2017-10-01,0.0,1.0,1.7823601166700778,0.9583557539183243
7,2018-2019,1,Everton,7,2018-09-29,3.0,0.0,2.0853247436781244,1.065375335493506
8,2017-2018,1,Everton,8,2017-10-15,1.0,1.0,1.395833935875191,1.1649070977447191
8,2018-2019,1,Everton,8,2018-10-06,2.0,1.0,1.0268509800109928,1.552629459063512
9,2017-2018,1,Everton,9,2017-10-22,2.0,5.0,1.2636652998795577,1.7554105120773882
9,2018-2019,1,Everton,9,2018-10-21,2.0,0.0,1.6257322597148427,0.8855655817832538
10,2017-2018,1,Everton,10,2017-10-29,0.0,2.0,1.1061837851685938,1.8277415829715546
10,2018-2019,1,Everton,10,2018-10-28,1.0,2.0,1.1225934220185803,1.8124902942282903
11,2017-2018,1,Everton,11,2017-11-05,3.0,2.0,1.697653215403724,1.1653715728871252
11,2018-2019,1,Everton,11,2018-11-03,3.0,1.0,1.9299886592287578,0.9117448548249302
12,2017-2018,1,Everton,12,2017-11-18,2.0,2.0,1.2706868371099425,1.4525037507422887
12,2018-2019,1,Everton,12,2018-11-11,0.0,0.0,0.9840394420026555,2.1563567970545074
13,2017-2018,1,Everton,13,2017-11-26,1.0,4.0,1.0910947946633998,1.7105236858429196
13,2018-2019,1,Everton,13,2018-11-24,1.0,0.0,1.9351578386927142,0.8071671860238955
14,2017-2018,1,Everton,14,2017-11-29,4.0,0.0,1.639723847806454,1.3530314635147482
14,2018-2019,1,Everton,14,2018-12-02,0.0,1.0,0.8070345721505193,2.1802780583677928
15,2017-2018,1,Everton,15,2017-12-02,2.0,0.0,1.969236069834991,0.7517557775356645
15,2018-2019,1,Everton,15,2018-12-05,1.0,1.0,1.923241460361372,1.093285344933515
16,2017-2018,1,Everton,16,2017-12-10,1.0,1.0,0.7879797525483475,2.3500503769515824
16,2018-2019,1,Everton,16,2018-12-10,2.0,2.0,1.7293327358420139,1.0846407561271103
17,2017-2018,1,Everton,17,2017-12-13,1.0,0.0,1.5220337728271855,1.2884678851011635
17,2018-2019,1,Everton,17,2018-12-15,1.0,3.0,0.7119430078507639,2.6755835323563755
18,2017-2018,1,Everton,18,2017-12-18,3.0,1.0,1.5493252342352193,0.7883631487110039
18,2018-2019,1,Everton,18,2018-12-23,2.0,6.0,1.333938991207137,2.0374173907376836
19,2017-2018,1,Everton,19,2017-12-23,0.0,0.0,0.9428016474804429,1.73929808111571
19,2018-2019,1,Everton,19,2018-12-26,5.0,1.0,1.4588734022368277,1.5074526684452667
20,2017-2018,1,Everton,20,2017-12-26,0.0,0.0,1.2549645432253007,1.207121785545618
20,2018-2019,1,Everton,20,2018-12-29,0.0,1.0,1.3125308283935986,1.4567128998033079
21,2017-2018,1,Everton,21,2017-12-30,1.0,2.0,1.536517557865911,1.325876910898668
21,2018-2019,1,Everton,21,2019-01-01,0.0,1.0,1.4986118937285002,1.261229128796157
22,2017-2018,1,Everton,22,2018-01-01,0.0,2.0,1.0143810670435518,1.7578531189984123
22,2018-2019,1,Everton,22,2019-01-13,2.0,0.0,1.654261119989642,1.11141975479027
23,2017-2018,1,Everton,23,2018-01-13,0.0,4.0,0.6773957894967092,2.3042829317049707
23,2018-2019,1,Everton,23,2019-01-19,1.0,2.0,1.2428947246455733,1.4342378081245435
24,2017-2018,1,Everton,24,2018-01-20,1.0,1.0,1.296578404602435,1.2939792841587296
24,2018-2019,1,Everton,24,2019-01-29,1.0,0.0,1.447132582022091,0.9280860637376954
25,2017-2018,1,Everton,25,2018-01-31,2.0,1.0,1.2501130207620874,1.5270841109808644
25,2018-2019,2,Everton,25,2019-02-02,1.0,5.0,2.4344789278148506,2.9181181139666243
26,2017-2018,1,Everton,26,2018-02-03,1.0,5.0,0.9944430060635263,2.1757101682897044
26,2018-2019,1,Everton,26,2019-02-09,0.0,1.0,1.2152776414835287,1.4132615581569772
27,2017-2018,1,Everton,27,2018-02-10,3.0,1.0,1.4525280177249307,1.458704131936984
28,2017-2018,1,Everton,28,2018-02-24,0.0,1.0,1.158773499973214,1.7237922133574104
28,2018-2019,1,Everton,28,2019-02-26,3.0,0.0,1.324201510014208,1.1843841754173252
29,2017-2018,1,Everton,29,2018-03-03,1.0,2.0,1.1299043451521746,1.515713997082869
29,2018-2019,1,Everton,29,2019-03-03,0.0,0.0,0.741918734070023,1.8007411736054482
30,2017-2018,1,Everton,30,2018-03-10,2.0,0.0,1.4435807606708593,1.2992020030532685
30,2018-2019,1,Everton,30,2019-03-09,2.0,3.0,1.1803474597714265,1.4047339507522318
31,2017-2018,1,Everton,31,2018-03-17,2.0,1.0,1.2303300104503216,1.2479240523524806
31,2018-2019,1,Everton,31,2019-03-17,2.0,0.0,1.0307771513188284,1.6580024023901112
32,2017-2018,1,Everton,32,2018-03-31,1.0,3.0,0.8691182051391521,1.9424361430173658
32,2018-2019,1,Everton,32,2019-03-30,2.0,0.0,1.4374035870736246,1.5067782706979505
33,2017-2018,1,Everton,33,2018-04-07,0.0,0.0,0.9891757898896928,1.8757108174665926
33,2018-2019,1,Everton,33,2019-04-07,1.0,0.0,1.2594756596520298,1.6920043886835963
34,2017-2018,1,Everton,34,2018-04-14,1.0,1.0,1.3574060904915635,1.174441800816683
34,2018-2019,1,Everton,34,2019-04-13,0.0,2.0,1.7000118912348898,0.8851502946012529
35,2017-2018,1,Everton,35,2018-04-23,1.0,0.0,1.4146909355591584,0.8998753121299584
35,2018-2019,1,Everton,35,2019-04-21,4.0,0.0,1.441970004656062,1.7505998450119868
36,2017-2018,1,Everton,36,2018-04-28,2.0,0.0,1.3629125226346777,0.9313694909506974
36,2018-2019,1,Everton,36,2019-04-27,0.0,0.0,1.4706772501806311,1.2566392643941222
37,2017-2018,1,Everton,37,2018-05-05,1.0,1.0,1.4189939420130842,0.83203754453975
37,2018-2019,1,Everton,37,2019-05-03,2.0,0.0,1.7290773574552754,0.6705213626291638
38,2017-2018,1,Everton,38,2018-05-13,1.0,3.0,1.149332469993295,1.105288177310141
38,2018-2019,1,Everton,38,2019-05-12,2.0,2.0,1.0586797680222486,1.7038722428526487
1,2018-2019,1,Fulham,1,2018-08-11,0.0,2.0,1.1376240199136864,1.3067484375359726
2,2018-2019,1,Fulham,2,2018-08-18,1.0,3.0,0.6333840806418067,2.219322900366223
3,2018-2019,1,Fulham,3,2018-08-26,4.0,2.0,1.3799673570231885,1.0838195097063328
4,2018-2019,1,Fulham,4,2018-09-01,2.0,2.0,1.2208954705278283,1.2734881913115677
5,2018-2019,1,Fulham,5,2018-09-15,0.0,3.0,0.3300826078124275,2.495846960218173
6,2018-2019,1,Fulham,6,2018-09-22,1.0,1.0,1.2625426499634678,1.6864766192343703
7,2018-2019,1,Fulham,7,2018-09-29,0.0,3.0,1.065375335493506,2.0853247436781244
8,2018-2019,1,Fulham,8,2018-10-07,1.0,5.0,1.0998255927325278,2.1856846380787753
9,2018-2019,1,Fulham,9,2018-10-20,2.0,4.0,1.3470372469135194,1.6685163485826051
10,2018-2019,1,Fulham,10,2018-10-27,0.0,3.0,1.2235458862889925,1.8290890825751056
11,2018-2019,1,Fulham,11,2018-11-05,0.0,1.0,1.0866305359597757,1.301362601551068
12,2018-2019,1,Fulham,12,2018-11-11,0.0,2.0,0.31607688293598657,2.4208780422450404
13,2018-2019,1,Fulham,13,2018-11-24,3.0,2.0,1.292111068011611,1.224044321572219
14,2018-2019,1,Fulham,14,2018-12-02,0.0,2.0,0.3997777425990279,2.3372833577314647
15,2018-2019,1,Fulham,15,2018-12-05,1.0,1.0,0.974795917765639,1.556823897867154
16,2018-2019,1,Fulham,16,2018-12-08,1.0,4.0,0.5564545445666329,2.2180399128691777
17,2018-2019,1,Fulham,17,2018-12-15,0.0,2.0,1.2526058856863953,1.6008108025827497
18,2018-2019,1,Fulham,18,2018-12-22,0.0,0.0,1.0624985744466415,1.617849782730994
19,2018-2019,1,Fulham,19,2018-12-26,1.0,1.0,1.149166065719691,1.1859364542224342
20,2018-2019,1,Fulham,20,2018-12-29,1.0,0.0,1.4364248944807279,0.8107102630608001
21,2018-2019,1,Fulham,21,2019-01-01,1.0,4.0,0.7190188450254397,2.0238347570792277
22,2018-2019,1,Fulham,22,2019-01-12,1.0,2.0,0.9397923804473419,1.7088695142751633
23,2018-2019,1,Fulham,23,2019-01-20,1.0,2.0,0.7252958458083086,1.994290595368279
